0.004981, 0.010870, 0.000194, 0.002594, 0.367089, 0.634328, 0.000268, 0.000212, 0.000347, 0.001557, 1.000000
0.006227, 0.010870, 0.000243, 0.002160, 0.397679, 0.873134, 0.000525, 0.000333, 0.000650, 0.001246, 1.000000
0.006227, 0.030797, 0.000701, 0.005574, 0.247890, 0.723881, 0.000692, 0.000727, 0.001583, 0.001869, 1.000000
0.004981, 0.010870, 0.000194, 0.002594, 0.336498, 0.726013, 0.000672, 0.000182, 0.000412, 0.000623, 1.000000
0.006227, 0.003623, 0.000076, 0.000918, 0.472574, 0.940299, 0.000252, 0.000061, 0.000217, 0.000934, 1.000000
0.004981, 0.012681, 0.000229, 0.002967, 0.525316, 1.000000, 0.000291, 0.000454, 0.000715, 0.002491, 1.000000
0.006227, 0.005435, 0.000118, 0.001229, 0.385021, 0.688699, 0.000303, 0.000091, 0.000217, 0.000934, 1.000000
0.004981, 0.009058, 0.000160, 0.002222, 0.296414, 0.288913, 0.001817, 0.000091, 0.000065, 0.000000, 1.000000
0.004981, 0.007246, 0.000125, 0.001849, 0.367089, 0.488273, 0.001817, 0.000091, 0.000130, 0.000000, 1.000000
0.004981, 0.010870, 0.000194, 0.002594, 0.457806, 0.908316, 0.001514, 0.000303, 0.000542, 0.000311, 1.000000
0.004981, 0.001812, 0.000021, 0.000732, 0.789030, 1.000000, 0.001413, 0.000030, 0.000065, 0.000000, 1.000000
0.004981, 0.003623, 0.000056, 0.001104, 0.507384, 0.715352, 0.001413, 0.000030, 0.000087, 0.000000, 1.000000
0.004981, 0.009058, 0.000160, 0.002222, 0.401899, 0.715352, 0.002422, 0.000182, 0.000325, 0.000000, 1.000000
0.004981, 0.010870, 0.000194, 0.002594, 0.397679, 0.847548, 0.000807, 0.000242, 0.000499, 0.000623, 1.000000
0.006227, 0.010870, 0.000243, 0.002160, 0.372363, 0.873134, 0.000656, 0.000303, 0.000650, 0.000934, 1.000000
0.004981, 0.012681, 0.000229, 0.002967, 0.340717, 0.440299, 0.002826, 0.000242, 0.000260, 0.000000, 1.000000
0.006227, 0.010870, 0.000243, 0.002160, 0.372363, 0.948827, 0.000656, 0.000303, 0.000715, 0.000934, 1.000000
0.004981, 0.032609, 0.000611, 0.007063, 0.189873, 0.360341, 0.000908, 0.000454, 0.000672, 0.000934, 1.000000
0.004981, 0.007246, 0.000125, 0.001849, 0.367089, 0.530917, 0.000807, 0.000091, 0.000152, 0.000311, 1.000000
0.003736, 0.009058, 0.000118, 0.002780, 0.385021, 0.466951, 0.001817, 0.000091, 0.000108, 0.000000, 1.000000
0.003736, 0.009058, 0.000118, 0.002780, 0.428270, 0.778252, 0.000908, 0.000121, 0.000260, 0.000311, 1.000000
0.003736, 0.030797, 0.000451, 0.008367, 0.208861, 0.496802, 0.000317, 0.000333, 0.000672, 0.001869, 1.000000
0.006227, 0.010870, 0.000243, 0.002160, 0.321730, 0.518124, 0.001312, 0.000242, 0.000347, 0.000311, 1.000000
0.004981, 0.010870, 0.000194, 0.002594, 0.397679, 0.878465, 0.000303, 0.000242, 0.000520, 0.001557, 1.000000
0.004981, 0.005435, 0.000090, 0.001477, 0.472574, 0.786780, 0.001817, 0.000091, 0.000195, 0.000000, 1.000000
0.014944, 0.043478, 0.002209, 0.003568, 0.191983, 0.238806, 0.001990, 0.002090, 0.001864, 0.001869, 1.000000
0.014944, 0.043478, 0.002209, 0.003568, 0.315401, 0.658849, 0.001009, 0.003241, 0.004639, 0.005606, 1.000000
0.007472, 0.027174, 0.000729, 0.004244, 0.283755, 0.619403, 0.000317, 0.000879, 0.001409, 0.004049, 1.000000
0.007472, 0.184783, 0.004959, 0.027388, 0.256329, 0.670576, 0.000153, 0.006241, 0.010645, 0.037372, 1.000000
0.012453, 0.014493, 0.000639, 0.001510, 0.306962, 0.601279, 0.000484, 0.000818, 0.001192, 0.002803, 1.000000
0.012453, 0.012681, 0.000563, 0.001341, 0.556962, 1.000000, 0.000828, 0.001333, 0.001756, 0.002803, 1.000000
0.012453, 0.012681, 0.000563, 0.001341, 0.376582, 0.442431, 0.007065, 0.000879, 0.000759, 0.000000, 1.000000
0.012453, 0.012681, 0.000563, 0.001341, 0.580169, 1.000000, 0.000987, 0.001394, 0.001756, 0.002491, 1.000000
0.012453, 0.061594, 0.002625, 0.005913, 0.348101, 0.634328, 0.001036, 0.004241, 0.005333, 0.007163, 1.000000
0.002491, 0.202899, 0.002306, 0.070131, 0.377637, 0.437100, 0.002604, 0.003999, 0.003317, 0.002803, 2.000000
0.002491, 0.105072, 0.001181, 0.036611, 0.446203, 0.440299, 0.016754, 0.002333, 0.001669, 0.000000, 2.000000
0.001245, 0.034420, 0.000229, 0.018609, 0.657173, 0.653518, 0.005248, 0.000606, 0.000434, 0.000000, 2.000000
0.001245, 0.181159, 0.001354, 0.094029, 0.514768, 0.726013, 0.001998, 0.003090, 0.003100, 0.002803, 2.000000
0.011208, 0.067029, 0.002591, 0.007063, 0.394515, 0.943497, 0.000428, 0.004696, 0.007653, 0.015883, 1.000000
0.009963, 0.036232, 0.001264, 0.004332, 0.397679, 0.756930, 0.000404, 0.002242, 0.003013, 0.008097, 1.000000
0.009963, 0.065217, 0.002264, 0.007643, 0.506329, 0.907249, 0.000448, 0.005150, 0.006439, 0.016817, 1.000000
0.011208, 0.175725, 0.006758, 0.018237, 0.344937, 0.824094, 0.000246, 0.011027, 0.017582, 0.051697, 1.000000
0.009963, 0.088768, 0.003077, 0.010333, 0.468354, 0.955224, 0.000341, 0.006543, 0.009192, 0.025537, 1.000000
0.003736, 0.349638, 0.005341, 0.090305, 0.222574, 0.224947, 0.006661, 0.005968, 0.004444, 0.001557, 2.000000
0.001245, 0.030797, 0.000201, 0.016747, 0.648734, 0.673774, 0.004643, 0.000515, 0.000390, 0.000000, 2.000000
0.001245, 0.038043, 0.000257, 0.020471, 0.736287, 0.733475, 0.006459, 0.000788, 0.000564, 0.000000, 2.000000
0.001245, 0.030797, 0.000201, 0.016747, 0.795359, 0.821962, 0.005652, 0.000666, 0.000499, 0.000000, 2.000000
0.001245, 0.038043, 0.000257, 0.020471, 0.688819, 0.855011, 0.002927, 0.000727, 0.000672, 0.000311, 2.000000
0.011208, 0.117754, 0.004535, 0.012278, 0.233122, 0.638593, 0.000190, 0.005241, 0.009301, 0.028652, 1.000000
0.009963, 0.161232, 0.005577, 0.018609, 0.219409, 0.771855, 0.000238, 0.006180, 0.013658, 0.029897, 1.000000
0.009963, 0.038043, 0.001327, 0.004538, 0.248945, 0.805970, 0.000299, 0.001515, 0.003360, 0.006851, 1.000000
0.009963, 0.164855, 0.005702, 0.019023, 0.246835, 0.877399, 0.000188, 0.006968, 0.015739, 0.037994, 1.000000
0.009963, 0.019928, 0.000701, 0.002469, 0.413502, 0.979744, 0.000143, 0.001242, 0.002146, 0.008409, 1.000000
0.009963, 0.090580, 0.003139, 0.010540, 0.257384, 0.771855, 0.000270, 0.003908, 0.007675, 0.017751, 1.000000
0.009963, 0.059783, 0.002077, 0.007022, 0.282700, 0.878465, 0.000113, 0.002757, 0.005723, 0.019309, 1.000000
0.009963, 0.143116, 0.004952, 0.016540, 0.296414, 0.869936, 0.000206, 0.007058, 0.013550, 0.036749, 1.000000
0.008717, 0.170290, 0.005230, 0.022101, 0.264768, 0.932836, 0.000155, 0.006756, 0.015284, 0.040174, 1.000000
0.012453, 0.177536, 0.007515, 0.016747, 0.187764, 0.574627, 0.000230, 0.007361, 0.014027, 0.036126, 1.000000
0.011208, 0.019928, 0.000785, 0.002222, 0.332278, 1.000000, 0.000139, 0.001121, 0.002450, 0.007786, 1.000000
0.011208, 0.094203, 0.003632, 0.009857, 0.255274, 0.807036, 0.000159, 0.004514, 0.009257, 0.026783, 1.000000
0.009963, 0.164855, 0.005702, 0.019023, 0.253165, 0.832623, 0.000212, 0.007119, 0.014981, 0.036437, 1.000000
0.012453, 0.152174, 0.006445, 0.014376, 0.216245, 0.886994, 0.000135, 0.007058, 0.017973, 0.044534, 1.000000
0.009963, 0.148551, 0.005139, 0.017160, 0.244726, 0.839019, 0.000184, 0.006210, 0.013593, 0.034257, 1.000000
0.009963, 0.019928, 0.000701, 0.002469, 0.424051, 1.000000, 0.000139, 0.001272, 0.002190, 0.008720, 1.000000
0.009963, 0.114130, 0.003952, 0.013229, 0.260549, 0.968017, 0.000164, 0.004998, 0.011967, 0.029274, 1.000000
0.012453, 0.182971, 0.007744, 0.017255, 0.180380, 0.752665, 0.000107, 0.007361, 0.018536, 0.050452, 1.000000
0.013699, 0.019928, 0.000951, 0.001849, 0.267932, 0.977612, 0.000139, 0.001121, 0.002905, 0.007786, 1.000000
0.013699, 0.099638, 0.004619, 0.008678, 0.215190, 0.815565, 0.000206, 0.004998, 0.011902, 0.026160, 1.000000
0.009963, 0.150362, 0.005202, 0.017367, 0.179325, 0.932836, 0.000164, 0.004877, 0.015198, 0.028652, 1.000000
0.009963, 0.096014, 0.003327, 0.011160, 0.253165, 0.954158, 0.000097, 0.004090, 0.009929, 0.029586, 1.000000
0.009963, 0.072464, 0.002514, 0.008471, 0.259494, 0.760128, 0.000182, 0.003120, 0.006049, 0.017751, 1.000000
0.011208, 0.148551, 0.005716, 0.015443, 0.225738, 0.815565, 0.000222, 0.006483, 0.014721, 0.032389, 1.000000
0.011208, 0.005435, 0.000229, 0.000732, 0.340717, 0.360341, 0.002826, 0.000242, 0.000195, 0.000000, 1.000000
