0.769004, 0.839643, 0.106783, 0.736628, 1.000000
0.835659, 0.820982, 0.121804, 0.644326, 1.000000
0.786629, 0.416648, 0.310608, 0.786951, 1.000000
0.757105, 0.871699, 0.054921, 0.450440, 1.000000
0.531578, 0.348662, 0.424662, 0.687362, 1.000000
0.822859, 0.877275, 0.057100, 0.489711, 1.000000
0.766812, 0.628108, 0.259116, 0.828574, 1.000000
0.658712, 0.260549, 0.592315, 0.722518, 1.000000
0.738831, 0.730856, 0.195259, 0.721577, 1.000000
0.618574, 0.858767, 0.129851, 0.710408, 1.000000
0.596153, 0.843826, 0.132363, 0.703941, 1.000000
0.795564, 0.414093, 0.330872, 0.855734, 1.000000
0.644802, 0.802089, 0.234348, 0.494412, 1.000000
0.394126, 0.921099, 0.337403, 0.510289, 1.000000
0.753312, 0.841888, 0.098848, 0.725223, 1.000000
0.845077, 0.388539, 0.378043, 0.911582, 1.000000
0.700517, 0.630043, 0.243724, 0.830573, 1.000000
0.565783, 0.621912, 0.414845, 0.831983, 1.000000
0.612249, 0.332790, 0.587111, 0.585541, 1.000000
0.885879, 0.927992, 0.040196, 0.404348, 1.000000
0.925138, 0.810610, 0.114869, 0.732982, 1.000000
0.531575, 0.348662, 0.424662, 0.687362, 1.000000
0.791691, 0.895625, 0.063006, 0.411995, 1.000000
0.575323, 0.847852, 0.155211, 0.626340, 1.000000
0.827575, 0.885327, 0.026131, 0.436446, 1.000000
0.558726, 0.309639, 0.586852, 0.516172, 1.000000
0.590276, 0.375376, 0.467995, 0.719461, 1.000000
0.480277, 0.829345, 0.320869, 0.437155, 1.000000
0.981142, 0.882771, 0.037685, 0.483956, 1.000000
0.860517, 0.389703, 0.375053, 0.876429, 1.000000
0.489943, 0.508710, 0.439094, 0.791301, 1.000000
0.615170, 0.651102, 0.370220, 0.821755, 1.000000
0.817703, 0.800387, 0.124871, 0.689832, 1.000000
0.438237, 0.867520, 0.302264, 0.335097, 1.000000
0.391284, 0.545644, 0.579357, 0.832571, 1.000000
0.683729, 0.756409, 0.192934, 0.714405, 1.000000
0.701685, 0.740611, 0.207624, 0.714288, 1.000000
0.769530, 0.545799, 0.297835, 0.847856, 1.000000
0.837246, 0.634843, 0.137015, 0.804235, 1.000000
0.758829, 0.878360, 0.065996, 0.464670, 1.000000
0.808631, 0.841734, 0.097517, 0.722988, 1.000000
0.492965, 0.860395, 0.068137, 0.158024, 1.000000
0.507338, 0.863104, 0.209950, 0.598707, 1.000000
0.577383, 0.733875, 0.327809, 0.783306, 1.000000
0.713800, 0.774216, 0.193524, 0.821284, 1.000000
0.451089, 0.873327, 0.064592, 0.095002, 1.000000
0.658143, 0.763298, 0.248559, 0.576011, 1.000000
0.451089, 0.873327, 0.064592, 0.095002, 1.000000
0.789816, 0.742313, 0.122028, 0.715228, 1.000000
0.625735, 0.638327, 0.351580, 0.785187, 1.000000
0.819650, 0.332636, 0.375717, 0.724752, 1.000000
0.887300, 0.664423, 0.160635, 0.869136, 1.000000
0.734649, 0.733333, 0.205558, 0.641389, 1.000000
0.691654, 0.745490, 0.177724, 0.664784, 1.000000
0.863098, 0.721022, 0.120994, 0.731218, 1.000000
0.855894, 0.545412, 0.298240, 0.885249, 1.000000
0.692700, 0.768952, 0.201017, 0.812348, 1.000000
0.926602, 0.702825, 0.131290, 0.817169, 1.000000
0.734108, 0.361594, 0.424589, 0.867257, 1.000000
0.451378, 0.940456, 0.211500, 0.136274, 1.000000
0.716101, 0.532094, 0.425477, 0.755087, 1.000000
0.543651, 0.722182, 0.304332, 0.734394, 1.000000
0.814941, 0.938057, 0.051341, 0.382125, 1.000000
0.637201, 0.473558, 0.294290, 0.753558, 1.000000
0.897403, 0.631513, 0.178021, 0.919583, 1.000000
0.690767, 0.612621, 0.317914, 0.795535, 1.000000
0.839950, 0.362833, 0.346557, 0.806351, 1.000000
0.682604, 0.872088, 0.095083, 0.524982, 1.000000
0.580014, 0.806658, 0.215560, 0.535330, 1.000000
0.516724, 0.851568, 0.187434, 0.556025, 1.000000
0.792895, 0.427256, 0.330209, 0.821166, 1.000000
0.806193, 0.533798, 0.274801, 0.943452, 1.000000
0.848077, 0.890128, 0.057617, 0.426453, 1.000000
0.808220, 0.386294, 0.384651, 0.876192, 1.000000
0.825635, 0.923501, 0.030525, 0.374724, 1.000000
0.674174, 0.647697, 0.252509, 0.815405, 1.000000
0.781400, 0.814168, 0.117966, 0.607054, 1.000000
0.511381, 0.745258, 0.304517, 0.711701, 1.000000
0.525745, 0.801393, 0.270300, 0.697827, 1.000000
0.589447, 0.663723, 0.374093, 0.853970, 1.000000
0.709993, 0.855362, 0.082680, 0.684307, 1.000000
0.830056, 0.601084, 0.268971, 0.852795, 1.000000
0.869740, 0.837087, 0.101174, 0.660793, 1.000000
0.642429, 0.806348, 0.217443, 0.507815, 1.000000
