0.027027, 1.000000, 1.000000, 1.000000, 2.000000
0.000000, 0.244898, 0.244898, 0.270833, 2.000000
0.013514, 0.306122, 0.306122, 0.343750, 2.000000
0.027027, 0.387755, 0.387755, 0.447917, 2.000000
0.013514, 0.469388, 0.469388, 0.781250, 1.000000
0.054054, 0.061224, 0.061224, 0.020833, 1.000000
0.027027, 0.122449, 0.122449, 0.125000, 2.000000
0.013514, 0.224490, 0.224490, 0.343750, 1.000000
0.027027, 0.163265, 0.163265, 0.208333, 2.000000
0.067568, 0.918367, 0.918367, 1.000000, 2.000000
0.054054, 0.448980, 0.448980, 0.583333, 1.000000
0.000000, 0.040816, 0.040816, 0.020833, 1.000000
0.027027, 0.183673, 0.183673, 0.270833, 2.000000
0.013514, 0.244898, 0.244898, 0.468750, 1.000000
0.027027, 0.102041, 0.102041, 0.135417, 2.000000
0.027027, 0.081633, 0.081633, 0.093750, 2.000000
0.027027, 0.265306, 0.265306, 0.479167, 2.000000
0.027027, 0.285714, 0.285714, 0.489583, 2.000000
0.027027, 0.102041, 0.102041, 0.135417, 2.000000
0.027027, 0.040816, 0.040816, 0.020833, 2.000000
0.027027, 0.040816, 0.040816, 0.020833, 2.000000
0.054054, 0.204082, 0.204082, 0.270833, 1.000000
0.027027, 0.102041, 0.102041, 0.145833, 2.000000
0.027027, 0.102041, 0.102041, 0.145833, 2.000000
0.121622, 0.163265, 0.163265, 0.145833, 1.000000
0.054054, 0.265306, 0.265306, 0.395833, 1.000000
0.054054, 0.102041, 0.102041, 0.125000, 1.000000
0.054054, 0.224490, 0.224490, 0.333333, 2.000000
0.054054, 0.081633, 0.081633, 0.093750, 2.000000
0.054054, 0.142857, 0.142857, 0.197917, 1.000000
0.013514, 0.265306, 0.265306, 0.583333, 1.000000
0.054054, 0.183673, 0.183673, 0.270833, 2.000000
0.054054, 0.183673, 0.183673, 0.270833, 2.000000
0.054054, 0.163265, 0.163265, 0.250000, 2.000000
0.027027, 0.306122, 0.306122, 0.645833, 1.000000
0.027027, 0.142857, 0.142857, 0.270833, 2.000000
0.027027, 0.224490, 0.224490, 0.468750, 2.000000
0.054054, 0.102041, 0.102041, 0.145833, 2.000000
0.027027, 0.265306, 0.265306, 0.572917, 2.000000
0.054054, 0.122449, 0.122449, 0.208333, 2.000000
0.027027, 0.244898, 0.244898, 0.531250, 2.000000
0.027027, 0.081633, 0.081633, 0.145833, 1.000000
0.027027, 0.081633, 0.081633, 0.145833, 2.000000
0.027027, 0.081633, 0.081633, 0.145833, 1.000000
0.054054, 0.387755, 0.387755, 0.697917, 2.000000
0.054054, 0.163265, 0.163265, 0.270833, 2.000000
0.027027, 0.163265, 0.163265, 0.354167, 1.000000
0.027027, 0.020408, 0.020408, 0.000000, 1.000000
0.027027, 0.020408, 0.020408, 0.000000, 1.000000
0.027027, 0.020408, 0.020408, 0.000000, 1.000000
0.027027, 0.204082, 0.204082, 0.458333, 1.000000
0.027027, 0.204082, 0.204082, 0.458333, 2.000000
