1.000000, 0.997695, 0.470555, 0.926215, 0.511530, 0.916990, 0.311460, 1.000000, 0.518800, 0.926215, 0.411225, 0.798775, 0.275275, 0.802680, 0.308885, 0.921780, 0.307290, 0.791060, 0.339040, 0.784855, 0.351630, 0.684730, 0.263215, 0.784055, 0.244145, 0.705390, 0.269160, 0.606330, 0.329550, 0.711335, 0.227565, 0.593205, 0.273500, 1.000000
1.000000, 1.000000, 0.405855, 0.965175, 0.319220, 0.445660, 0.032015, 1.000000, 0.477255, 0.754370, 0.161285, 0.672160, 0.151465, 0.241575, 0.012425, 0.527495, 0.188815, 0.665545, 0.000000, 0.434245, 0.273500, 0.409720, 0.321330, 0.398340, 0.367155, 0.397660, 0.407995, 0.404800, 0.442035, 0.416870, 0.468560, 0.431310, 0.487765, 2.000000
1.000000, 1.000000, 0.483175, 1.000000, 0.502425, 1.000000, 0.439690, 0.944825, 0.505990, 0.865410, 0.526730, 0.927215, 0.504135, 0.772955, 0.501495, 0.918875, 0.431780, 0.877675, 0.457300, 0.854435, 0.362490, 0.716925, 0.439690, 0.787640, 0.298900, 0.794920, 0.389275, 0.715500, 0.413175, 0.802180, 0.379100, 0.780225, 0.308810, 1.000000
1.000000, 1.000000, 0.274195, 1.000000, 1.000000, 0.856080, 0.000000, 0.500000, 0.500000, 0.500000, 0.500000, 0.500000, 0.500000, 0.000000, 0.572580, 0.770470, 0.303350, 0.000000, 0.227665, 0.150125, 1.000000, 0.500000, 0.500000, 1.000000, 0.953475, 0.758065, 1.000000, 1.000000, 0.399505, 0.628410, 1.000000, 0.338090, 1.000000, 2.000000
1.000000, 1.000000, 0.487995, 0.970700, 0.532655, 0.960530, 0.383725, 0.885760, 0.418005, 0.763990, 0.398625, 0.782045, 0.496440, 0.671975, 0.362715, 0.764700, 0.391100, 0.725535, 0.410935, 0.529910, 0.322125, 0.511545, 0.235605, 0.516430, 0.174210, 0.566450, 0.233970, 0.512155, 0.189015, 0.471465, 0.202135, 0.476960, 0.171515, 1.000000
1.000000, 0.511685, 0.497040, 0.450380, 0.440255, 0.496185, 0.440880, 0.573530, 0.533185, 0.518930, 0.468490, 0.500000, 0.500000, 0.477140, 0.422300, 0.498285, 0.449020, 0.442125, 0.472930, 0.509190, 0.518345, 0.507595, 0.504440, 0.517565, 0.492325, 0.483800, 0.546115, 0.460705, 0.503660, 0.500000, 0.500000, 0.499805, 0.560055, 2.000000
1.000000, 0.987940, 0.446990, 0.973005, 0.396000, 0.964030, 0.358250, 0.929980, 0.363290, 0.898830, 0.260355, 0.891125, 0.246180, 0.873140, 0.192820, 0.789725, 0.159570, 0.689260, 0.131795, 0.681620, 0.117190, 0.659490, 0.101235, 0.613960, 0.091830, 0.568295, 0.087450, 0.523030, 0.088025, 0.478690, 0.093410, 0.430840, 0.095125, 1.000000
0.000000, 0.500000, 0.500000, 0.500000, 0.500000, 1.000000, 0.000000, 0.500000, 0.500000, 0.000000, 0.000000, 0.500000, 0.500000, 0.500000, 0.500000, 1.000000, 1.000000, 0.000000, 0.000000, 0.500000, 0.500000, 0.500000, 0.500000, 1.000000, 1.000000, 1.000000, 1.000000, 0.500000, 0.500000, 1.000000, 1.000000, 0.500000, 0.500000, 2.000000
1.000000, 0.981775, 0.464010, 1.000000, 0.428335, 1.000000, 0.393435, 1.000000, 0.319130, 0.962850, 0.282155, 0.972550, 0.296660, 0.951960, 0.268095, 0.991525, 0.323715, 0.922685, 0.169900, 0.876730, 0.197055, 0.848185, 0.178875, 0.925530, 0.172800, 0.787885, 0.151440, 0.627175, 0.180405, 0.725570, 0.136105, 0.694475, 0.132900, 1.000000
1.000000, 0.490680, 0.457705, 0.500000, 0.500000, 0.500000, 0.500000, 0.557350, 0.365950, 0.271685, 0.309140, 0.500000, 0.500000, 0.331720, 0.693010, 0.314335, 0.575090, 0.818640, 0.610575, 0.500000, 0.500000, 0.500000, 0.500000, 0.425985, 0.493370, 0.603225, 0.488530, 0.500000, 0.500000, 0.582975, 0.620430, 0.458960, 0.690325, 2.000000
1.000000, 1.000000, 0.533275, 1.000000, 0.408060, 1.000000, 0.363400, 1.000000, 0.284465, 1.000000, 0.293255, 0.981160, 0.240630, 0.953555, 0.204915, 0.946150, 0.167630, 0.849380, 0.145015, 0.853225, 0.118400, 0.815405, 0.097280, 0.779335, 0.054360, 0.736055, 0.067500, 0.701515, 0.081625, 0.654980, 0.054535, 0.614975, 0.054210, 1.000000
1.000000, 1.000000, 0.228950, 1.000000, 0.000000, 1.000000, 0.000000, 1.000000, 0.681085, 1.000000, 0.294405, 1.000000, 1.000000, 1.000000, 0.000000, 1.000000, 0.353230, 1.000000, 0.032005, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.295560, 1.000000, 0.186275, 1.000000, 0.000000, 1.000000, 0.000000, 1.000000, 0.000000, 2.000000
1.000000, 1.000000, 0.418420, 1.000000, 0.449155, 0.999995, 0.424015, 1.000000, 0.403615, 0.970275, 0.324245, 0.978675, 0.351075, 0.968595, 0.327940, 0.972430, 0.359470, 0.950685, 0.283085, 0.930215, 0.263460, 0.914935, 0.243900, 0.920400, 0.264315, 0.881120, 0.208150, 0.828615, 0.156030, 0.843570, 0.177315, 0.823635, 0.163870, 1.000000
