0.184929, 0.206801, 0.204901, 0.237830, 0.237640, 0.230848, 0.236913, 0.229065, 0.215198, 0.188155, 0.182085, 0.157785, 0.159826, 0.156478, 0.169634, 0.175717, 0.190665, 0.178998, 0.164724, 0.167992, 0.174101, 0.173715, 0.170446, 0.186935, 0.203513, 0.248952, 0.255877, 0.302835, 0.327094, 0.342158, 0.327370, 0.343910, 0.361908, 0.430270, 0.501107, 0.458584, 0.390929, 0.349273, 0.324919, 0.291482, 0.267266, 0.245963, 0.242131, 0.219755, 0.200632, 0.197624, 0.191981, 0.182326, 0.188886, 0.177735, 0.155201, 0.145687, 0.185996, 0.192893, 0.185762, 0.224670, 0.258433, 0.289354, 0.318391, 0.323017, 0.293536, 0.250565, 0.214039, 0.197806, 1.000000
0.208082, 0.232022, 0.290476, 0.289239, 0.257510, 0.242853, 0.252639, 0.234345, 0.203891, 0.169420, 0.164653, 0.138643, 0.134237, 0.132885, 0.141376, 0.139615, 0.157233, 0.152140, 0.165002, 0.182174, 0.198035, 0.196733, 0.186776, 0.206610, 0.229555, 0.276549, 0.281697, 0.336025, 0.367947, 0.385681, 0.377116, 0.388704, 0.407295, 0.477543, 0.504712, 0.459801, 0.388672, 0.343873, 0.311001, 0.279975, 0.259587, 0.238936, 0.226384, 0.203381, 0.187300, 0.173485, 0.174272, 0.156207, 0.172330, 0.158884, 0.140549, 0.158301, 0.179526, 0.187212, 0.183918, 0.218305, 0.246798, 0.288871, 0.326940, 0.338535, 0.302480, 0.269526, 0.239762, 0.221157, 1.000000
0.201808, 0.210002, 0.232888, 0.245280, 0.215899, 0.202021, 0.209984, 0.203914, 0.182259, 0.163196, 0.159597, 0.141809, 0.139073, 0.121239, 0.141270, 0.163797, 0.174085, 0.174538, 0.192396, 0.211011, 0.217332, 0.225342, 0.217619, 0.244950, 0.269519, 0.314732, 0.352198, 0.418494, 0.461952, 0.491472, 0.440269, 0.384227, 0.348289, 0.352831, 0.350611, 0.324064, 0.275220, 0.252710, 0.243971, 0.211141, 0.202348, 0.191724, 0.177220, 0.176198, 0.167572, 0.179374, 0.192194, 0.192904, 0.218688, 0.219461, 0.200083, 0.204420, 0.231238, 0.244321, 0.220065, 0.252346, 0.275867, 0.289546, 0.314523, 0.335352, 0.248809, 0.234400, 0.209202, 0.192659, 1.000000
0.200174, 0.187731, 0.211866, 0.265866, 0.257451, 0.246171, 0.260538, 0.248604, 0.225137, 0.190665, 0.189106, 0.166376, 0.159191, 0.154866, 0.162309, 0.168868, 0.177057, 0.161789, 0.166912, 0.172230, 0.187584, 0.185891, 0.186098, 0.189379, 0.220176, 0.259396, 0.278728, 0.298511, 0.343454, 0.358059, 0.351705, 0.365223, 0.387426, 0.458860, 0.515091, 0.472018, 0.405795, 0.360048, 0.333811, 0.299450, 0.277658, 0.259555, 0.245289, 0.230478, 0.202951, 0.198838, 0.193987, 0.181929, 0.191546, 0.174512, 0.157050, 0.179517, 0.195027, 0.198588, 0.189874, 0.226003, 0.255306, 0.276794, 0.309601, 0.320498, 0.279972, 0.242830, 0.212612, 0.192818, 1.000000
0.194210, 0.179556, 0.208628, 0.245623, 0.244085, 0.242382, 0.246145, 0.238626, 0.226571, 0.189059, 0.189491, 0.168687, 0.166037, 0.162525, 0.172364, 0.180533, 0.195003, 0.175826, 0.159680, 0.170058, 0.174885, 0.175281, 0.174957, 0.186914, 0.202493, 0.246803, 0.256751, 0.310704, 0.337550, 0.354683, 0.338951, 0.352255, 0.367870, 0.430286, 0.500393, 0.495522, 0.421227, 0.368062, 0.334389, 0.294157, 0.264621, 0.259309, 0.242446, 0.227914, 0.199650, 0.204667, 0.200296, 0.179059, 0.190168, 0.174767, 0.152064, 0.176947, 0.197386, 0.200241, 0.196030, 0.229479, 0.259415, 0.287533, 0.305015, 0.319724, 0.283781, 0.244977, 0.210964, 0.189097, 1.000000
0.173393, 0.194259, 0.189683, 0.248828, 0.236931, 0.224555, 0.234513, 0.222427, 0.207860, 0.178507, 0.173975, 0.157328, 0.153302, 0.157434, 0.164835, 0.173981, 0.187199, 0.159993, 0.163865, 0.169085, 0.175097, 0.179942, 0.175771, 0.190804, 0.208828, 0.247827, 0.258346, 0.304800, 0.348906, 0.369946, 0.355364, 0.365025, 0.382152, 0.444827, 0.515091, 0.469958, 0.402412, 0.352710, 0.325526, 0.292432, 0.266103, 0.242362, 0.231288, 0.211224, 0.193165, 0.179904, 0.188135, 0.171938, 0.187199, 0.173392, 0.151945, 0.152804, 0.193390, 0.202405, 0.193725, 0.222140, 0.251729, 0.293287, 0.310836, 0.334247, 0.291406, 0.249241, 0.218046, 0.194372, 1.000000
0.195043, 0.214859, 0.240652, 0.278130, 0.244301, 0.217591, 0.211042, 0.196871, 0.177292, 0.155567, 0.154118, 0.132014, 0.134548, 0.135831, 0.131559, 0.146837, 0.176025, 0.169278, 0.174136, 0.200222, 0.206287, 0.217620, 0.218309, 0.240653, 0.277191, 0.323070, 0.353029, 0.421294, 0.471832, 0.503703, 0.488372, 0.427813, 0.384425, 0.386881, 0.392228, 0.358948, 0.307477, 0.274225, 0.259401, 0.232934, 0.207947, 0.207694, 0.190775, 0.181114, 0.169962, 0.161452, 0.164596, 0.169221, 0.193268, 0.188451, 0.177916, 0.181205, 0.209748, 0.218686, 0.207221, 0.241623, 0.285042, 0.327984, 0.348248, 0.346553, 0.307712, 0.254322, 0.198334, 0.210360, 1.000000
0.249599, 0.227707, 0.255122, 0.285981, 0.244616, 0.222460, 0.220873, 0.200780, 0.172242, 0.150475, 0.149122, 0.124730, 0.120627, 0.118966, 0.133651, 0.131245, 0.152249, 0.157633, 0.168107, 0.173643, 0.194619, 0.193592, 0.200060, 0.215646, 0.246277, 0.283429, 0.301384, 0.348156, 0.393661, 0.413636, 0.406532, 0.419893, 0.443129, 0.454455, 0.455257, 0.410586, 0.350851, 0.302306, 0.293212, 0.258995, 0.240825, 0.230234, 0.216355, 0.198253, 0.187654, 0.172490, 0.171966, 0.152704, 0.163340, 0.155570, 0.137078, 0.153462, 0.177235, 0.180453, 0.179712, 0.219381, 0.258516, 0.300406, 0.343468, 0.356642, 0.309074, 0.275803, 0.232266, 0.238210, 1.000000
0.195016, 0.216564, 0.246966, 0.280876, 0.251804, 0.236052, 0.231230, 0.208388, 0.189983, 0.168513, 0.171543, 0.150174, 0.152092, 0.155885, 0.170344, 0.184911, 0.185871, 0.184215, 0.191974, 0.210533, 0.224912, 0.216260, 0.222897, 0.240253, 0.268973, 0.315480, 0.340470, 0.406294, 0.446859, 0.478258, 0.471778, 0.432928, 0.388689, 0.385444, 0.382150, 0.349845, 0.296688, 0.273633, 0.264814, 0.231077, 0.223800, 0.215881, 0.202240, 0.197778, 0.184134, 0.181738, 0.196310, 0.195017, 0.215374, 0.207097, 0.191591, 0.200189, 0.225158, 0.233004, 0.224601, 0.269115, 0.300863, 0.334851, 0.371872, 0.362501, 0.322742, 0.272414, 0.219182, 0.186559, 1.000000
0.203356, 0.218457, 0.243488, 0.281029, 0.250662, 0.233161, 0.229289, 0.217767, 0.198919, 0.174551, 0.168263, 0.145711, 0.140536, 0.140995, 0.153840, 0.150270, 0.171278, 0.176090, 0.186743, 0.195139, 0.214795, 0.205023, 0.212936, 0.224409, 0.266164, 0.308148, 0.333316, 0.390304, 0.432370, 0.461201, 0.454605, 0.437810, 0.394676, 0.401086, 0.404298, 0.369252, 0.320836, 0.289719, 0.271347, 0.245513, 0.232285, 0.212450, 0.207978, 0.192991, 0.181722, 0.167604, 0.177057, 0.174622, 0.202376, 0.199795, 0.183858, 0.191084, 0.223593, 0.230131, 0.218416, 0.249365, 0.292345, 0.324984, 0.351629, 0.349433, 0.285313, 0.278963, 0.227830, 0.184744, 1.000000
