0.815385, 0.800000, 0.770115, 0.504132, 0.692308, 0.681818, 0.589474, 0.390625, 0.687500, 0.728155, 0.547368, 0.421875, 0.953846, 0.900000, 0.873684, 0.592000, 0.812500, 0.825243, 0.715789, 0.437500, 0.692308, 0.737864, 0.568421, 0.406250, 0.969231, 0.951923, 0.933333, 0.600000, 0.753846, 0.912621, 0.821053, 0.554688, 0.692308, 0.776699, 0.663158, 0.453125, 3.000000
0.692308, 0.681818, 0.609195, 0.380165, 0.692308, 0.681818, 0.547368, 0.421875, 0.625000, 0.728155, 0.547368, 0.390625, 0.815385, 0.772727, 0.715789, 0.448000, 0.687500, 0.737864, 0.568421, 0.406250, 0.692308, 0.699029, 0.568421, 0.382812, 0.753846, 0.903846, 0.866667, 0.568000, 0.692308, 0.776699, 0.663158, 0.453125, 0.692308, 0.699029, 0.568421, 0.390625, 3.000000
0.692308, 0.681818, 0.563218, 0.413223, 0.630769, 0.681818, 0.547368, 0.390625, 0.687500, 0.650485, 0.547368, 0.390625, 0.692308, 0.690909, 0.568421, 0.416000, 0.687500, 0.699029, 0.568421, 0.382812, 0.692308, 0.699029, 0.568421, 0.406250, 0.692308, 0.769231, 0.700000, 0.464000, 0.692308, 0.699029, 0.568421, 0.390625, 0.692308, 0.699029, 0.568421, 0.390625, 3.000000
0.630769, 0.681818, 0.563218, 0.380165, 0.692308, 0.609091, 0.547368, 0.390625, 0.625000, 0.650485, 0.505263, 0.367188, 0.692308, 0.654545, 0.568421, 0.392000, 0.687500, 0.699029, 0.568421, 0.406250, 0.569231, 0.699029, 0.568421, 0.406250, 0.692308, 0.692308, 0.600000, 0.400000, 0.692308, 0.699029, 0.568421, 0.390625, 0.692308, 0.737864, 0.568421, 0.390625, 3.000000
0.692308, 0.609091, 0.563218, 0.380165, 0.630769, 0.609091, 0.505263, 0.367188, 0.625000, 0.728155, 0.547368, 0.390625, 0.692308, 0.654545, 0.568421, 0.416000, 0.562500, 0.699029, 0.568421, 0.406250, 0.569231, 0.699029, 0.610526, 0.437500, 0.692308, 0.692308, 0.600000, 0.400000, 0.692308, 0.737864, 0.568421, 0.390625, 0.615385, 0.776699, 0.621053, 0.453125, 3.000000
0.630769, 0.609091, 0.517241, 0.355372, 0.630769, 0.681818, 0.547368, 0.390625, 0.562500, 0.728155, 0.547368, 0.390625, 0.569231, 0.654545, 0.568421, 0.416000, 0.562500, 0.699029, 0.610526, 0.437500, 0.569231, 0.737864, 0.715789, 0.460938, 0.692308, 0.730769, 0.600000, 0.400000, 0.615385, 0.776699, 0.621053, 0.453125, 0.615385, 0.776699, 0.621053, 0.453125, 3.000000
0.569231, 0.681818, 0.609195, 0.413223, 0.569231, 0.681818, 0.589474, 0.453125, 0.625000, 0.689320, 0.589474, 0.390625, 0.630769, 0.727273, 0.715789, 0.472000, 0.625000, 0.825243, 0.715789, 0.460938, 0.630769, 0.776699, 0.663158, 0.437500, 0.615385, 0.769231, 0.700000, 0.464000, 0.615385, 0.737864, 0.568421, 0.421875, 0.615385, 0.737864, 0.568421, 0.390625, 3.000000
0.569231, 0.681818, 0.609195, 0.446281, 0.630769, 0.645455, 0.589474, 0.390625, 0.562500, 0.650485, 0.547368, 0.367188, 0.630769, 0.772727, 0.715789, 0.472000, 0.625000, 0.776699, 0.663158, 0.437500, 0.630769, 0.660194, 0.526316, 0.382812, 0.615385, 0.730769, 0.600000, 0.432000, 0.615385, 0.737864, 0.568421, 0.390625, 0.615385, 0.660194, 0.526316, 0.390625, 3.000000
0.569231, 0.563636, 0.517241, 0.355372, 0.569231, 0.609091, 0.505263, 0.367188, 0.562500, 0.689320, 0.547368, 0.335938, 0.630769, 0.618182, 0.568421, 0.360000, 0.562500, 0.621359, 0.568421, 0.351562, 0.569231, 0.660194, 0.526316, 0.382812, 0.553846, 0.615385, 0.511111, 0.368000, 0.553846, 0.621359, 0.484211, 0.328125, 0.615385, 0.582524, 0.452632, 0.328125, 4.000000
0.569231, 0.609091, 0.517241, 0.355372, 0.569231, 0.645455, 0.547368, 0.335938, 0.562500, 0.650485, 0.421053, 0.367188, 0.569231, 0.581818, 0.568421, 0.360000, 0.562500, 0.660194, 0.526316, 0.382812, 0.569231, 0.621359, 0.526316, 0.351562, 0.553846, 0.615385, 0.511111, 0.336000, 0.615385, 0.582524, 0.452632, 0.328125, 0.615385, 0.582524, 0.452632, 0.296875, 4.000000
0.569231, 0.645455, 0.563218, 0.322314, 0.569231, 0.609091, 0.421053, 0.367188, 0.562500, 0.601942, 0.463158, 0.367188, 0.569231, 0.618182, 0.526316, 0.392000, 0.562500, 0.621359, 0.526316, 0.351562, 0.569231, 0.582524, 0.526316, 0.351562, 0.615385, 0.576923, 0.477778, 0.336000, 0.615385, 0.582524, 0.452632, 0.296875, 0.553846, 0.582524, 0.484211, 0.328125, 4.000000
0.507692, 0.609091, 0.425287, 0.322314, 0.507692, 0.563636, 0.463158, 0.367188, 0.500000, 0.601942, 0.505263, 0.367188, 0.569231, 0.545455, 0.431579, 0.360000, 0.562500, 0.582524, 0.431579, 0.296875, 0.492308, 0.582524, 0.389474, 0.320312, 0.553846, 0.615385, 0.511111, 0.336000, 0.553846, 0.582524, 0.452632, 0.296875, 0.492308, 0.582524, 0.410526, 0.296875, 4.000000
0.507692, 0.563636, 0.471264, 0.355372, 0.507692, 0.563636, 0.505263, 0.367188, 0.562500, 0.650485, 0.505263, 0.367188, 0.569231, 0.545455, 0.431579, 0.304000, 0.484375, 0.582524, 0.389474, 0.320312, 0.492308, 0.543689, 0.389474, 0.296875, 0.553846, 0.576923, 0.477778, 0.304000, 0.492308, 0.582524, 0.410526, 0.296875, 0.492308, 0.504854, 0.326316, 0.257812, 4.000000
0.569231, 0.609091, 0.517241, 0.355372, 0.507692, 0.527273, 0.421053, 0.335938, 0.437500, 0.563107, 0.463158, 0.335938, 0.492308, 0.509091, 0.389474, 0.304000, 0.437500, 0.543689, 0.389474, 0.296875, 0.446154, 0.543689, 0.389474, 0.296875, 0.492308, 0.500000, 0.344444, 0.264000, 0.492308, 0.504854, 0.368421, 0.257812, 0.430769, 0.466019, 0.368421, 0.257812, 4.000000
0.446154, 0.527273, 0.379310, 0.289256, 0.446154, 0.563636, 0.378947, 0.335938, 0.437500, 0.563107, 0.421053, 0.367188, 0.492308, 0.509091, 0.389474, 0.304000, 0.437500, 0.543689, 0.389474, 0.296875, 0.446154, 0.543689, 0.389474, 0.296875, 0.492308, 0.500000, 0.388889, 0.264000, 0.492308, 0.466019, 0.326316, 0.296875, 0.492308, 0.466019, 0.326316, 0.257812, 4.000000
0.446154, 0.563636, 0.379310, 0.322314, 0.446154, 0.527273, 0.421053, 0.367188, 0.437500, 0.650485, 0.463158, 0.390625, 0.446154, 0.509091, 0.389474, 0.304000, 0.437500, 0.543689, 0.389474, 0.296875, 0.492308, 0.543689, 0.389474, 0.320312, 0.492308, 0.461538, 0.344444, 0.304000, 0.492308, 0.466019, 0.326316, 0.257812, 0.430769, 0.466019, 0.368421, 0.328125, 4.000000
0.446154, 0.527273, 0.425287, 0.355372, 0.446154, 0.609091, 0.463158, 0.390625, 0.562500, 0.650485, 0.642105, 0.390625, 0.446154, 0.509091, 0.389474, 0.304000, 0.484375, 0.543689, 0.389474, 0.320312, 0.569231, 0.621359, 0.431579, 0.351562, 0.492308, 0.461538, 0.344444, 0.264000, 0.430769, 0.466019, 0.368421, 0.328125, 0.430769, 0.466019, 0.484211, 0.390625, 4.000000
0.446154, 0.609091, 0.471264, 0.380165, 0.569231, 0.609091, 0.642105, 0.390625, 0.625000, 0.689320, 0.589474, 0.421875, 0.492308, 0.509091, 0.389474, 0.328000, 0.562500, 0.621359, 0.431579, 0.351562, 0.569231, 0.660194, 0.568421, 0.406250, 0.430769, 0.461538, 0.388889, 0.336000, 0.430769, 0.466019, 0.484211, 0.390625, 0.553846, 0.543689, 0.484211, 0.421875, 4.000000
0.630769, 0.609091, 0.563218, 0.413223, 0.630769, 0.681818, 0.642105, 0.453125, 0.687500, 0.766990, 0.684211, 0.484375, 0.692308, 0.690909, 0.568421, 0.448000, 0.687500, 0.737864, 0.610526, 0.437500, 0.753846, 0.776699, 0.715789, 0.460938, 0.615385, 0.692308, 0.600000, 0.432000, 0.692308, 0.699029, 0.663158, 0.453125, 0.692308, 0.699029, 0.621053, 0.453125, 3.000000
0.753846, 0.718182, 0.712644, 0.446281, 0.753846, 0.763636, 0.642105, 0.484375, 0.750000, 0.766990, 0.684211, 0.453125, 0.753846, 0.727273, 0.715789, 0.504000, 0.750000, 0.825243, 0.663158, 0.460938, 0.753846, 0.737864, 0.663158, 0.460938, 0.753846, 0.769231, 0.700000, 0.464000, 0.753846, 0.776699, 0.568421, 0.453125, 0.753846, 0.776699, 0.621053, 0.421875, 3.000000
0.692308, 0.645455, 0.666667, 0.413223, 0.630769, 0.563636, 0.684211, 0.453125, 0.750000, 0.728155, 0.589474, 0.453125, 0.753846, 0.690909, 0.610526, 0.448000, 0.687500, 0.699029, 0.610526, 0.437500, 0.753846, 0.699029, 0.568421, 0.437500, 0.692308, 0.692308, 0.655556, 0.432000, 0.753846, 0.737864, 0.621053, 0.453125, 0.753846, 0.737864, 0.621053, 0.453125, 3.000000
0.630769, 0.563636, 0.712644, 0.446281, 0.753846, 0.681818, 0.589474, 0.453125, 0.812500, 0.854369, 0.642105, 0.484375, 0.692308, 0.654545, 0.610526, 0.448000, 0.750000, 0.699029, 0.568421, 0.437500, 0.753846, 0.737864, 0.663158, 0.460938, 0.753846, 0.730769, 0.655556, 0.464000, 0.753846, 0.737864, 0.621053, 0.453125, 0.692308, 0.737864, 0.663158, 0.453125, 3.000000
0.753846, 0.681818, 0.609195, 0.446281, 0.815385, 0.800000, 0.642105, 0.484375, 0.812500, 0.854369, 0.684211, 0.507812, 0.753846, 0.654545, 0.568421, 0.448000, 0.750000, 0.737864, 0.663158, 0.460938, 0.753846, 0.825243, 0.715789, 0.492188, 0.753846, 0.730769, 0.655556, 0.464000, 0.692308, 0.737864, 0.663158, 0.453125, 0.753846, 0.815534, 0.663158, 0.492188, 3.000000
