0.000000, 0.044818, 0.125490, 0.000000, 0.032000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.066184, 0.000000, 0.000000, 0.000000, 0.016000, 0.000000, 0.141914, 0.102933, 0.000000, 0.086409, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023955, 0.000000, 0.000000, 0.002502, 0.006007, 0.017487, 2.000000
0.046256, 0.019608, 0.098039, 0.000000, 0.014000, 0.047619, 0.028886, 0.006301, 0.000000, 0.051705, 0.080460, 0.081696, 0.117117, 0.021000, 0.031746, 0.007000, 0.009804, 0.030803, 0.185067, 0.000000, 0.143114, 0.000000, 0.078899, 0.034400, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.010160, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013536, 0.000000, 0.011454, 0.029985, 0.002421, 0.003735, 0.010012, 0.064836, 2.000000
0.013216, 0.000000, 0.139216, 0.000000, 0.123000, 0.032313, 0.026135, 0.010801, 0.121673, 0.013751, 0.145594, 0.046536, 0.021622, 0.000000, 0.396825, 0.003000, 0.008403, 0.113311, 0.072533, 0.017602, 0.045905, 0.000000, 0.212844, 0.004800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.012605, 0.000000, 0.000000, 0.033613, 0.000000, 0.002801, 0.002721, 0.000000, 0.000000, 0.002281, 0.014664, 0.000000, 0.008498, 0.030651, 0.000504, 0.008008, 0.048458, 0.142551, 2.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.063000, 0.000000, 0.042641, 0.056706, 0.058935, 0.034653, 0.118774, 0.032058, 0.055856, 0.000000, 0.000000, 0.015500, 0.000000, 0.000000, 0.169600, 0.000000, 0.027903, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.014048, 0.000000, 0.004218, 0.000000, 0.000000, 0.002303, 0.003905, 0.011995, 2.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.063000, 0.000000, 0.042641, 0.056706, 0.058935, 0.034653, 0.118774, 0.032058, 0.055856, 0.000000, 0.000000, 0.015500, 0.000000, 0.000000, 0.169600, 0.000000, 0.027903, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013843, 0.000000, 0.004157, 0.000000, 0.000000, 0.002303, 0.003905, 0.011995, 2.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.185000, 0.000000, 0.000000, 0.166517, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.022867, 0.000000, 0.000000, 0.000000, 0.000000, 0.001816, 0.001402, 0.003346, 2.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.192000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035204, 0.367816, 0.132368, 0.000000, 0.000000, 0.000000, 0.048000, 0.000000, 0.035204, 0.205333, 0.000000, 0.057606, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005537, 0.000000, 0.005050, 0.008996, 0.000000, 0.000609, 0.000300, 0.007008, 2.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.188000, 0.000000, 0.000000, 0.169217, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021124, 0.000000, 0.000000, 0.000000, 0.000000, 0.001316, 0.001001, 0.003030, 2.000000
0.033040, 0.000000, 0.090196, 0.000000, 0.061000, 0.000000, 0.041265, 0.000000, 0.174905, 0.041804, 0.291188, 0.095140, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016502, 0.065600, 0.194169, 0.180018, 0.000000, 0.000000, 0.012000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008251, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.084034, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027789, 0.000000, 0.005573, 0.033816, 0.001109, 0.007938, 0.044453, 0.079293, 2.000000
0.013216, 0.008403, 0.150980, 0.000000, 0.019000, 0.054422, 0.052270, 0.000000, 0.011407, 0.000000, 0.000000, 0.066184, 0.045045, 0.000000, 0.027211, 0.000000, 0.000000, 0.013201, 0.089067, 0.003300, 0.063906, 0.000000, 0.034862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003000, 0.000000, 0.000000, 0.000000, 0.000000, 0.009122, 0.003076, 0.000000, 0.007513, 0.013493, 0.000000, 0.000662, 0.004205, 0.047222, 2.000000
