660.976,304.225,1
636.213,306.174,1
662.753,307.565,1
657.487,307.74,1
635.273,308.157,1
640.484,309.592,1
660.523,309.613,1
658.759,312.594,1
674.821,315.093,1
649.17,316.174,1
631.858,316.908,1
673.506,317.648,1
637.439,318.289,1
644.003,320.565,1
622.679,320.843,1
655.504,320.916,1
626.318,321.78,1
633.245,322.492,1
678.36,323.472,1
637.081,323.619,1
653.079,324.434,1
639.035,324.523,1
680.978,324.669,1
644.647,325.905,1
652.268,326.389,1
665.755,327.567,1
675.27,327.608,1
631.213,327.95,1
643.6,328.542,1
668.535,329.06,1
658.985,329.159,1
651.423,329.337,1
646.127,329.862,1
683.672,330.534,1
666.442,331.637,1
682.478,331.858,1
640.783,333.145,1
649.948,333.168,1
663.551,333.265,1
624.463,333.342,1
645.513,334.213,1
632.527,334.935,1
639.959,335.242,1
670.422,336.607,1
647.217,340.107,1
685.94,340.389,1
620.777,341.34,1
618.936,341.409,1
679.985,341.547,1
627.324,341.603,1
639.416,342.035,1
622.928,342.459,1
662.056,342.529,1
676.484,342.75,1
642.366,345.063,1
639.621,345.609,1
630.04,346.568,1
646.7,346.681,1
625.209,346.771,1
650.768,347.282,1
672.056,347.548,1
629.259,347.766,1
654.751,347.881,1
656.628,348.501,1
660.134,348.671,1
667.984,349.415,1
642.738,349.951,1
652.024,349.986,1
671.291,350.525,1
637.791,350.903,1
649.556,351.032,1
654.517,352.398,1
659.838,353.262,1
648.966,356.048,1
669.789,357.397,1
665.373,359.929,1
624.855,360.424,1
662.42,360.72,1
626.761,363.811,1
667.14,364.033,1
637.609,364.503,1
648.763,364.824,1
638.583,365.65,1
666.254,366.738,1
653.469,370.728,1
650.43,371.572,1
661.43,372.276,1
153.879,308.064,2
178.29,308.199,2
166.838,308.485,2
153.41,309.122,2
153.636,309.867,2
148.658,310.898,2
170.83,311.777,2
181.997,312.281,2
151.534,315.214,2
158.234,316.942,2
156.903,318.774,2
131.505,318.993,2
171.829,319.959,2
188.385,321.231,2
175.094,321.902,2
149.332,322.096,2
132.401,322.735,2
150.449,322.89,2
172.762,324.576,2
178.86,324.684,2
129.898,326.107,2
140.855,327.583,2
167.174,328.263,2
163.921,328.34,2
145.897,328.558,2
180.488,328.618,2
125.823,328.684,2
154.945,329.416,2
188.031,330.014,2
174.682,330.318,2
162.439,330.402,2
128.484,330.468,2
156.03,330.695,2
187.152,331.229,2
168.092,331.83,2
129.107,332.022,2
129.6,333.61,2
158.713,334.341,2
169.774,334.662,2
191.52,334.977,2
133.87,335.02,2
160.971,335.471,2
185.668,335.604,2
200.468,335.644,2
164.317,335.97,2
142.494,336.65,2
197.979,337.757,2
192.739,338.016,2
123.22,338.794,2
132.062,338.832,2
184.485,339.211,2
162.725,339.915,2
136.333,340.328,2
167.759,340.476,2
188.627,340.491,2
166.321,342.129,2
159.853,342.331,2
193.875,342.382,2
152.072,342.404,2
197.029,342.743,2
132.796,343.359,2
176.53,343.547,2
179.363,343.574,2
178.037,343.672,2
152.655,345.182,2
165.121,345.513,2
162.034,345.997,2
125.206,346.962,2
171.972,349.879,2
191.181,349.959,2
161.773,350.404,2
168.823,350.884,2
127.327,350.908,2
182.901,351.725,2
183.617,352.579,2
175.568,353.932,2
156.466,354.278,2
159.181,354.447,2
184.109,355.875,2
144.133,356.156,2
