0.505618, 0.344828, 0.417722, 0.160000, 0.000000, 0.000000, 0.684932, 0.220000, 1.000000
0.438202, 0.448276, 0.481013, 0.300000, 0.000000, 0.000000, 0.698630, 0.350000, 1.000000
0.292135, 0.459770, 0.316456, 0.230000, 0.000000, 0.000000, 0.643836, 0.220000, 1.000000
0.438202, 0.505747, 0.518987, 0.250000, 0.000000, 0.000000, 0.698630, 0.220000, 1.000000
0.483146, 0.586207, 0.367089, 0.130000, 0.000000, 0.000000, 0.671233, 0.220000, 1.000000
0.471910, 0.551724, 0.392405, 0.210000, 0.000000, 0.000000, 0.753425, 0.300000, 1.000000
0.089888, 0.609195, 0.493671, 0.140000, 0.000000, 0.000000, 0.273973, 0.250000, 1.000000
0.528090, 0.459770, 0.455696, 0.460000, 0.000000, 0.000000, 0.698630, 0.270000, 1.000000
0.146067, 0.321839, 0.329114, 0.160000, 0.000000, 0.000000, 0.698630, 0.380000, 1.000000
0.314607, 0.356322, 0.417722, 0.240000, 0.000000, 0.000000, 0.698630, 0.490000, 1.000000
0.213483, 0.482759, 0.468354, 0.160000, 0.000000, 0.000000, 0.835616, 0.280000, 1.000000
0.471910, 0.494253, 0.354430, 0.460000, 0.000000, 0.000000, 0.712329, 0.220000, 1.000000
0.415730, 0.390805, 0.417722, 0.550000, 0.000000, 0.000000, 0.698630, 0.650000, 1.000000
0.617978, 0.448276, 0.392405, 0.440000, 0.000000, 0.000000, 0.767123, 0.270000, 1.000000
0.314607, 0.172414, 0.417722, 0.140000, 0.000000, 0.000000, 0.808219, 0.220000, 1.000000
0.629213, 0.379310, 0.468354, 0.300000, 0.000000, 0.000000, 0.780822, 0.270000, 1.000000
0.415730, 0.114943, 0.455696, 0.270000, 0.000000, 0.000000, 0.657534, 0.470000, 1.000000
0.179775, 0.298851, 0.569620, 0.110000, 0.000000, 0.000000, 0.602740, 0.220000, 1.000000
0.382022, 0.321839, 0.468354, 0.480000, 0.000000, 0.000000, 0.726027, 0.640000, 1.000000
0.471910, 0.459770, 0.493671, 0.130000, 0.000000, 0.000000, 0.671233, 0.220000, 1.000000
0.393258, 0.344828, 0.215190, 0.330000, 0.000000, 0.000000, 0.657534, 0.280000, 1.000000
0.382022, 0.287356, 0.481013, 0.180000, 0.000000, 0.000000, 0.602740, 0.450000, 1.000000
0.325843, 0.241379, 0.392405, 0.170000, 0.000000, 0.000000, 0.643836, 0.510000, 1.000000
0.617978, 0.275862, 0.493671, 0.250000, 0.000000, 0.000000, 0.945205, 0.220000, 1.000000
0.426966, 0.563218, 0.556962, 0.180000, 0.000000, 0.000000, 0.630137, 0.430000, 1.000000
0.404494, 0.471264, 0.405063, 0.770000, 0.000000, 0.000000, 0.712329, 0.360000, 1.000000
0.258427, 0.264368, 0.417722, 0.110000, 0.000000, 0.000000, 0.493151, 0.210000, 1.000000
0.404494, 0.390805, 0.417722, 0.190000, 0.000000, 0.000000, 0.698630, 0.330000, 1.000000
0.584270, 0.494253, 0.303797, 0.580000, 0.000000, 0.000000, 0.698630, 0.220000, 1.000000
0.370787, 0.563218, 0.405063, 0.270000, 0.000000, 0.000000, 0.671233, 0.220000, 1.000000
0.719101, 0.540230, 0.278481, 0.350000, 0.000000, 0.000000, 0.616438, 0.270000, 1.000000
0.337079, 0.540230, 0.405063, 0.290000, 0.000000, 0.000000, 0.643836, 0.430000, 1.000000
0.359551, 0.298851, 0.481013, 0.130000, 0.000000, 0.000000, 0.561644, 0.430000, 1.000000
0.426966, 0.540230, 0.278481, 0.560000, 0.000000, 0.000000, 0.493151, 0.220000, 1.000000
0.685393, 0.563218, 0.164557, 0.290000, 0.000000, 0.000000, 0.767123, 0.280000, 1.000000
0.460674, 0.494253, 0.417722, 0.530000, 0.000000, 0.000000, 0.616438, 0.220000, 1.000000
0.280899, 0.356322, 0.455696, 0.180000, 0.000000, 0.000000, 0.575342, 0.220000, 1.000000
0.359551, 0.402299, 0.405063, 0.180000, 0.000000, 0.000000, 0.630137, 0.220000, 1.000000
