0.346154, 0.107843, 0.180723, 0.187117, 0.130564, 0.162021, 0.510441, 0.221515, 0.381818, 0.313953, 0.177419, 5.000000
0.278846, 0.117647, 0.144578, 0.090491, 0.103858, 0.090592, 0.211137, 0.122807, 0.363636, 0.127907, 0.354839, 4.000000
0.278846, 0.186275, 0.180723, 0.203988, 0.059347, 0.111498, 0.283063, 0.157895, 0.581818, 0.325581, 0.645161, 5.000000
0.423077, 0.068627, 0.289157, 0.032209, 0.127596, 0.076655, 0.419954, 0.152111, 0.709091, 0.267442, 0.467742, 5.000000
0.230769, 0.362745, 0.156627, 0.058282, 0.160237, 0.212544, 0.457077, 0.132832, 0.500000, 0.348837, 0.290323, 2.000000
0.221154, 0.166667, 0.144578, 0.176380, 0.109792, 0.170732, 0.378190, 0.209948, 0.572727, 0.267442, 0.241935, 3.000000
0.394231, 0.088235, 0.192771, 0.015337, 0.130564, 0.156794, 0.327146, 0.148255, 0.518182, 0.627907, 0.258065, 4.000000
0.336538, 0.127451, 0.174699, 0.015337, 0.074184, 0.094077, 0.252900, 0.088490, 0.527273, 0.325581, 0.483871, 6.000000
0.173077, 0.196078, 0.168675, 0.055215, 0.103858, 0.174216, 0.345708, 0.094274, 0.572727, 0.255814, 0.435484, 5.000000
0.278846, 0.176471, 0.295181, 0.115031, 0.127596, 0.160279, 0.436195, 0.163293, 0.427273, 0.302326, 0.241935, 3.000000
0.201923, 0.205882, 0.096386, 0.111963, 0.103858, 0.160279, 0.436195, 0.154425, 0.445455, 0.162791, 0.225806, 3.000000
0.278846, 0.323529, 0.162651, 0.030675, 0.071217, 0.080139, 0.176334, 0.072296, 0.300000, 0.139535, 0.596774, 4.000000
0.413462, 0.137255, 0.259036, 0.013804, 0.103858, 0.090592, 0.278422, 0.128976, 0.454545, 0.267442, 0.483871, 4.000000
0.240385, 0.294118, 0.102410, 0.125767, 0.210682, 0.167247, 0.470998, 0.210526, 0.681818, 0.511628, 0.225806, 2.000000
0.288462, 0.352941, 0.222892, 0.069018, 0.112760, 0.153310, 0.445476, 0.128976, 0.327273, 0.500000, 0.403226, 2.000000
0.250000, 0.078431, 0.265060, 0.009202, 0.124629, 0.128920, 0.262181, 0.066898, 0.354545, 0.616279, 0.532258, 5.000000
0.259615, 0.245098, 0.433735, 0.007669, 0.154303, 0.017422, 0.329466, 0.113553, 0.336364, 0.406977, 0.241935, 2.000000
0.336538, 0.215686, 0.445783, 0.197853, 0.089021, 0.153310, 0.361949, 0.213804, 0.272727, 0.209302, 0.112903, 3.000000
0.317308, 0.245098, 0.180723, 0.041411, 0.074184, 0.097561, 0.215777, 0.078851, 0.327273, 0.104651, 0.693548, 5.000000
0.211538, 0.205882, 0.246988, 0.156442, 0.115727, 0.184669, 0.324826, 0.127048, 0.336364, 0.430233, 0.478495, 5.000000
0.336538, 0.137255, 0.156627, 0.013804, 0.091988, 0.104530, 0.378190, 0.093117, 0.500000, 0.302326, 0.516129, 4.000000
0.346154, 0.068627, 0.253012, 0.016871, 0.106825, 0.163763, 0.336427, 0.094274, 0.254545, 0.441860, 0.387097, 4.000000
0.384615, 0.098039, 0.186747, 0.177914, 0.130564, 0.153310, 0.303944, 0.209948, 0.309091, 0.360465, 0.145161, 4.000000
0.201923, 0.254902, 0.132530, 0.027607, 0.062315, 0.059233, 0.292343, 0.044149, 0.627273, 0.651163, 0.951613, 5.000000
0.317308, 0.235294, 0.192771, 0.159509, 0.086053, 0.048780, 0.132251, 0.127048, 0.472727, 0.209302, 0.564516, 1.000000
0.298077, 0.313725, 0.222892, 0.127301, 0.130564, 0.118467, 0.322506, 0.171390, 0.400000, 0.325581, 0.209677, 3.000000
0.307692, 0.117647, 0.240964, 0.007669, 0.145401, 0.097561, 0.194896, 0.117794, 0.281818, 0.186047, 0.193548, 4.000000
0.288462, 0.235294, 0.222892, 0.042945, 0.041543, 0.059233, 0.180974, 0.059572, 0.381818, 0.360465, 0.758065, 4.000000
0.298077, 0.254902, 0.180723, 0.062883, 0.059347, 0.111498, 0.322506, 0.087527, 0.581818, 0.313953, 0.693548, 5.000000
0.269231, 0.264706, 0.174699, 0.211656, 0.103858, 0.181185, 0.389791, 0.231155, 0.409091, 0.418605, 0.145161, 4.000000
0.269231, 0.303922, 0.234940, 0.173313, 0.142433, 0.170732, 0.491879, 0.219780, 0.490909, 0.337209, 0.145161, 4.000000
0.269231, 0.460784, 0.006024, 0.032209, 0.074184, 0.188153, 0.262181, 0.067284, 0.390909, 0.093023, 0.629032, 3.000000
0.375000, 0.343137, 0.168675, 0.059816, 0.109792, 0.108014, 0.215777, 0.090418, 0.400000, 0.395349, 0.677419, 5.000000
0.298077, 0.205882, 0.180723, 0.116564, 0.050445, 0.114983, 0.238979, 0.083478, 0.254545, 0.174419, 0.693548, 4.000000
0.230769, 0.107843, 0.174699, 0.056748, 0.106825, 0.108014, 0.271462, 0.182572, 0.418182, 0.232558, 0.209677, 4.000000
0.432692, 0.196078, 0.240964, 0.110429, 0.094955, 0.125436, 0.429234, 0.202236, 0.563636, 0.337209, 0.258065, 4.000000
0.365385, 0.225490, 0.138554, 0.185583, 0.133531, 0.062718, 0.301624, 0.216888, 0.400000, 0.325581, 0.274194, 2.000000
0.298077, 0.078431, 0.180723, 0.138037, 0.142433, 0.167247, 0.408353, 0.206092, 0.609091, 0.186047, 0.258065, 4.000000
0.288462, 0.098039, 0.126506, 0.073620, 0.130564, 0.111498, 0.220418, 0.141508, 0.527273, 0.244186, 0.225806, 3.000000
0.403846, 0.362745, 0.168675, 0.156442, 0.124629, 0.080139, 0.343387, 0.165606, 0.309091, 0.290698, 0.548387, 5.000000
0.288462, 0.284314, 0.168675, 0.019939, 0.044510, 0.216028, 0.225058, 0.054367, 0.663636, 0.441860, 0.741935, 6.000000
0.365385, 0.107843, 0.246988, 0.007669, 0.091988, 0.125436, 0.310905, 0.069211, 0.181818, 0.232558, 0.548387, 3.000000
0.336538, 0.313725, 0.144578, 0.093558, 0.145401, 0.135889, 0.364269, 0.152111, 0.436364, 0.220930, 0.306452, 4.000000
0.298077, 0.313725, 0.102410, 0.188650, 0.071217, 0.198606, 0.410673, 0.201080, 0.327273, 0.313953, 0.225806, 3.000000
0.269231, 0.117647, 0.162651, 0.157975, 0.086053, 0.094077, 0.280742, 0.151340, 0.354545, 0.255814, 0.403226, 5.000000
