0.156250, 0.620690, 0.363636, 0.166667, 0.339623, 0.416667, 0.485714, 1.000000
0.093750, 0.586207, 0.363636, 0.181818, 0.339623, 0.333333, 0.371429, 1.000000
0.171875, 0.482759, 0.393939, 0.151515, 0.245283, 0.333333, 0.400000, 1.000000
0.203125, 0.482759, 0.151515, 0.227273, 0.226415, 0.194444, 0.514286, 1.000000
0.171875, 0.310345, 0.393939, 0.212121, 0.226415, 0.444444, 0.314286, 1.000000
0.156250, 0.655172, 0.303030, 0.166667, 0.245283, 0.250000, 0.428571, 1.000000
0.140625, 0.448276, 0.242424, 0.151515, 0.377358, 0.277778, 0.400000, 1.000000
0.203125, 0.379310, 0.454545, 0.166667, 0.283019, 0.277778, 0.457143, 1.000000
0.140625, 0.482759, 0.424242, 0.212121, 0.245283, 0.305556, 0.457143, 1.000000
0.187500, 0.482759, 0.212121, 0.136364, 0.169811, 0.305556, 0.200000, 1.000000
0.109375, 0.448276, 0.333333, 0.151515, 0.226415, 0.388889, 0.200000, 1.000000
0.140625, 0.517241, 0.363636, 0.151515, 0.320755, 0.305556, 0.485714, 1.000000
0.171875, 0.586207, 0.363636, 0.181818, 0.301887, 0.361111, 0.400000, 1.000000
0.125000, 0.482759, 0.242424, 0.227273, 0.358491, 0.333333, 0.428571, 1.000000
0.203125, 0.517241, 0.242424, 0.212121, 0.283019, 0.222222, 0.314286, 1.000000
0.109375, 0.482759, 0.424242, 0.242424, 0.339623, 0.305556, 0.200000, 1.000000
0.171875, 0.620690, 0.393939, 0.227273, 0.358491, 0.361111, 0.200000, 1.000000
0.218750, 0.689655, 0.424242, 0.181818, 0.301887, 0.388889, 0.400000, 1.000000
0.218750, 0.551724, 0.393939, 0.242424, 0.301887, 0.361111, 0.285714, 1.000000
0.187500, 0.517241, 0.303030, 0.196970, 0.358491, 0.361111, 0.400000, 1.000000
0.171875, 0.517241, 0.272727, 0.166667, 0.320755, 0.361111, 0.228571, 1.000000
0.140625, 0.517241, 0.212121, 0.181818, 0.396226, 0.416667, 0.371429, 1.000000
0.171875, 0.620690, 0.303030, 0.181818, 0.320755, 0.416667, 0.257143, 1.000000
0.109375, 0.482759, 0.212121, 0.181818, 0.264151, 0.305556, 0.314286, 1.000000
0.171875, 0.586207, 0.181818, 0.166667, 0.188679, 0.305556, 0.257143, 1.000000
0.125000, 0.517241, 0.272727, 0.136364, 0.396226, 0.000000, 0.428571, 1.000000
0.140625, 0.448276, 0.272727, 0.136364, 0.226415, 0.305556, 0.257143, 1.000000
0.125000, 0.586207, 0.242424, 0.121212, 0.207547, 0.333333, 0.371429, 1.000000
